"","X","event.id","timestamp","location.long","location.lat","gps.hdop","gps.maximum.signal.strength","gps.satellite.count","ground.speed","height.above.msl","tlag","batID","BatDay","utm.x","utm.y","batIDday"
"A563.1358",1358,5995293918,2018-04-19 20:58:35,-6.38829,37.06744,3.3,427,4,5.13888893,-22,31,"A563",1,198741.336258043,4107726.5225301,"A563.1"
"A563.1359",1359,5995293919,2018-04-19 20:59:06,-6.39007,37.0662,3.3,428,4,8.222222288,-4,30,"A563",1,198578.108636397,4107594.54862108,"A563.1"
"A563.1360",1360,5995293920,2018-04-19 20:59:36,-6.39304,37.06534,3.3,426,4,10.27777786,16,30,"A563",1,198310.540563743,4107508.53466074,"A563.1"
"A563.1361",1361,5995293921,2018-04-19 21:00:06,-6.39611,37.06461,3.2,415,4,10.27777786,18,29,"A563",1,198034.58801769,4107437.27542225,"A563.1"
"A563.1362",1362,5995293922,2018-04-19 21:00:35,-6.39878,37.06359,3.2,425,4,6.166666716,2,30,"A563",1,197793.055797011,4107332.56473999,"A563.1"
"A563.1363",1363,5995293923,2018-04-19 21:01:05,-6.40146,37.06252,3.2,446,4,11.305555646,6,31,"A563",1,197550.428850183,4107222.34304503,"A563.1"
"A563.1364",1364,5995293924,2018-04-19 21:01:36,-6.40461,37.06173,3.2,408,4,9.250000074,10,29,"A563",1,197267.103928455,4107144.70348467,"A563.1"
"A563.1365",1365,5995293925,2018-04-19 21:02:05,-6.40724,37.06063,3.2,425,4,10.27777786,6,541,"A563",1,197028.791569146,4107031.00690805,"A563.1"
"A563.1366",1366,5995293926,2018-04-19 21:11:06,-6.44157,37.03841,1.2,412,5,4.111111144,0,27,"A563",1,193885.806242987,4104674.94321169,"A563.1"
"A563.1367",1367,5995293927,2018-04-19 21:11:33,-6.44133,37.03741,1.2,337,5,4.111111144,-18,30,"A563",1,193903.140121847,4104563.18039511,"A563.1"
"A563.1368",1368,5995293928,2018-04-19 21:12:03,-6.44244,37.03585,1.4,366,4,6.166666716,62,30,"A563",1,193798.102370836,4104393.61507285,"A563.1"
"A563.1369",1369,5995293929,2018-04-19 21:12:33,-6.44266,37.03442,1.2,362,5,6.166666716,20,30,"A563",1,193772.776210164,4104235.60965887,"A563.1"
"A563.1370",1370,5995293930,2018-04-19 21:13:03,-6.44185,37.0331,1.4,338,4,7.194444502,-18,31,"A563",1,193839.543230037,4104086.49267079,"A563.1"
"A563.1371",1371,5995293931,2018-04-19 21:13:34,-6.44175,37.03155,1.2,413,5,5.13888893,14,29,"A563",1,193842.210036278,4103914.13703987,"A563.1"
"A563.1372",1372,5995293932,2018-04-19 21:14:03,-6.44029,37.0308,1.4,298,4,6.166666716,6,30,"A563",1,193969.112378853,4103826.19042934,"A563.1"
"A563.1373",1373,5995293933,2018-04-19 21:14:33,-6.44016,37.02942,1.4,392,4,5.13888893,-10,30,"A563",1,193975.135285669,4103672.60658106,"A563.1"
"A563.1374",1374,5995293934,2018-04-19 21:15:03,-6.43997,37.02774,1.2,374,5,6.166666716,26,30,"A563",1,193985.292732406,4103485.53276544,"A563.1"
"A563.1375",1375,5995293935,2018-04-19 21:15:33,-6.44041,37.02639,1.4,302,4,6.166666716,-18,30,"A563",1,193940.713412101,4103337.11491178,"A563.1"
"A563.1376",1376,5995293936,2018-04-19 21:16:03,-6.43944,37.02568,1.2,333,5,5.13888893,-8,29,"A563",1,194024.181378605,4103255.18807528,"A563.1"
"A563.1377",1377,5995293937,2018-04-19 21:16:32,-6.43825,37.02478,1.4,244,4,4.111111144,14,30,"A563",1,194126.466136553,4103151.46592147,"A563.1"
"A563.1378",1378,5995293938,2018-04-19 21:17:02,-6.43801,37.02334,1.4,272,4,6.166666716,28,31,"A563",1,194142.042373393,4102990.86906542,"A563.1"
"A563.1379",1379,5995293939,2018-04-19 21:17:33,-6.43787,37.02273,1.2,341,5,7.194444502,20,30,"A563",1,194152.052376491,4102922.71508087,"A563.1"
"A563.1380",1380,5995293940,2018-04-19 21:18:03,-6.43902,37.02132,1.2,290,5,6.166666716,8,30,"A563",1,194044.046662086,4102769.92323401,"A563.1"
"A563.1381",1381,5995293941,2018-04-19 21:18:33,-6.44063,37.01981,1.4,375,4,5.13888893,12,29,"A563",1,193894.696765054,4102607.51551735,"A563.1"
"A563.1382",1382,5995293942,2018-04-19 21:19:02,-6.44173,37.0184,1.4,266,4,3.083333358,-12,31,"A563",1,193791.13281376,4102454.56533478,"A563.1"
"A563.1383",1383,5995293943,2018-04-19 21:19:33,-6.44209,37.01686,1.4,382,4,6.166666716,6,30,"A563",1,193752.903457634,4102284.80239058,"A563.1"
"A563.1384",1384,5995293944,2018-04-19 21:20:03,-6.44072,37.01581,1.4,226,4,4.111111144,10,31,"A563",1,193870.616265498,4102163.84936965,"A563.1"
"A563.1385",1385,5995293945,2018-04-19 21:20:34,-6.44066,37.01506,1.1,358,5,3.083333358,-2,29,"A563",1,193872.943349063,4102080.4143271,"A563.1"
"A563.1386",1386,5995293946,2018-04-19 21:21:03,-6.44,37.01387,1.4,419,4,5.13888893,26,30,"A563",1,193926.905648406,4101946.21144317,"A563.1"
"A563.1387",1387,5995293947,2018-04-19 21:21:33,-6.4396,37.01277,1.4,384,4,3.083333358,2,29,"A563",1,193958.089845927,4101822.83533215,"A563.1"
"A563.1388",1388,5995293948,2018-04-19 21:22:02,-6.43837,37.01296,1.4,331,3,5.13888893,-6,30,"A563",1,194068.32951649,4101839.96274029,"A563.1"
"A563.1389",1389,5995293949,2018-04-19 21:22:32,-6.43708,37.01252,1.4,275,4,3.083333358,-34,31,"A563",1,194181.380751069,4101786.97549118,"A563.1"
"A563.1390",1390,5995293950,2018-04-19 21:23:03,-6.43657,37.01162,1.1,389,5,3.083333358,-14,29,"A563",1,194223.162685714,4101685.44443859,"A563.1"
"A563.1391",1391,5995293951,2018-04-19 21:23:32,-6.43624,37.01134,1.4,276,3,2.055555572,-34,30,"A563",1,194251.411649324,4101653.30581702,"A563.1"
"A563.1392",1392,5995293952,2018-04-19 21:24:02,-6.43543,37.01102,1.4,363,3,2.055555572,-22,30,"A563",1,194322.224021514,4101615.18372136,"A563.1"
"A563.1393",1393,5995293953,2018-04-19 21:24:32,-6.43506,37.01047,1.4,279,3,3.083333358,-8,31,"A563",1,194352.951110828,4101552.94986065,"A563.1"
"A563.1394",1394,5995293954,2018-04-19 21:25:03,-6.43436,37.00993,1.1,357,5,3.083333358,-18,30,"A563",1,194413.091717469,4101490.76487738,"A563.1"
"A563.1395",1395,5995293955,2018-04-19 21:25:33,-6.43379,37.00916,1.1,398,5,4.111111144,-30,29,"A563",1,194460.73997912,4101403.47091206,"A563.1"
"A563.1396",1396,5995293956,2018-04-19 21:26:02,-6.4332,37.00906,2.2,232,3,4.111111144,16,31,"A563",1,194512.854904857,4101390.47541266,"A563.1"
"A563.1397",1397,5995293957,2018-04-19 21:26:33,-6.43261,37.00858,1.1,332,5,3.083333358,-26,30,"A563",1,194563.447172353,4101335.30455477,"A563.1"
"A563.1398",1398,5995293958,2018-04-19 21:27:03,-6.43199,37.00822,1.2,249,4,3.083333358,8,30,"A563",1,194617.191229978,4101293.35628448,"A563.1"
"A563.1399",1399,5995293959,2018-04-19 21:27:33,-6.43263,37.00726,1.3,254,4,4.111111144,-14,30,"A563",1,194556.377352444,4101188.86381676,"A563.1"
"A563.1400",1400,5995293960,2018-04-19 21:28:03,-6.43194,37.0065,1.1,297,5,2.055555572,-16,30,"A563",1,194614.750723442,4101102.29520357,"A563.1"
"A563.1401",1401,5995293961,2018-04-19 21:28:33,-6.43122,37.00592,1.3,240,4,7.194444502,-18,30,"A563",1,194676.516752844,4101035.60865012,"A563.1"
"A563.1402",1402,5995293962,2018-04-19 21:29:03,-6.42977,37.00541,1.1,272,5,5.13888893,0,30,"A563",1,194803.544332403,4100974.34752542,"A563.1"
"A563.1403",1403,5995293963,2018-04-19 21:29:33,-6.42816,37.00525,1.2,273,4,4.111111144,10,30,"A563",1,194946.216568999,4100951.42086161,"A563.1"
"A563.1404",1404,5995293964,2018-04-19 21:30:03,-6.42828,37.005,1.3,263,4,5.13888893,-64,30,"A563",1,194934.534388289,4100924.05888906,"A563.1"
"A563.1405",1405,5995293965,2018-04-19 21:30:33,-6.42651,37.00466,1.2,335,4,3.083333358,-6,30,"A563",1,195090.729989956,4100880.64331352,"A563.1"
"A563.1406",1406,5995293966,2018-04-19 21:31:03,-6.42596,37.0044,1.3,258,4,4.111111144,4,30,"A563",1,195138.648349531,4100850.02211589,"A563.1"
"A563.1407",1407,5995293967,2018-04-19 21:31:33,-6.42508,37.00378,1.3,284,4,4.111111144,10,30,"A563",1,195214.502813729,4100778.3871869,"A563.1"
"A563.1408",1408,5995293968,2018-04-19 21:32:03,-6.42466,37.00331,1.2,330,4,1.027777786,10,30,"A563",1,195250.010604003,4100724.87599898,"A563.1"
"A563.1409",1409,5995293969,2018-04-19 21:32:33,-6.42417,37.0031,2.4,275,3,2.055555572,-10,30,"A563",1,195292.789251322,4100699.9975552,"A563.1"
"A563.1410",1410,5995293970,2018-04-19 21:33:03,-6.42445,37.00212,2,273,4,7.194444502,-34,30,"A563",1,195263.947347455,4100592.1266271,"A563.1"
"A563.1411",1411,5995293971,2018-04-19 21:33:33,-6.42396,37.00123,1.1,302,5,3.083333358,22,29,"A563",1,195304.009105554,4100491.77626447,"A563.1"
"A563.1412",1412,5995293972,2018-04-19 21:34:02,-6.42268,37.00145,1.4,255,3,5.13888893,-6,31,"A563",1,195418.83199805,4100512.09151368,"A563.1"
"A563.1413",1413,5995293973,2018-04-19 21:34:33,-6.42106,37.00193,1.2,298,4,2.055555572,-2,30,"A563",1,195564.958593767,4100560.17624199,"A563.1"
"A563.1414",1414,5995293974,2018-04-19 21:35:03,-6.42028,37.00253,1.3,297,4,3.083333358,24,31,"A563",1,195636.78789189,4100624.27131837,"A563.1"
"A563.1415",1415,5995293975,2018-04-19 21:35:34,-6.42024,37.00195,1.3,353,4,3.083333358,48,28,"A563",1,195638.033077531,4100559.77009403,"A563.1"
"A563.1416",1416,5995293976,2018-04-19 21:36:02,-6.42061,37.00136,1.4,328,3,3.083333358,34,31,"A563",1,195602.74083672,4100495.47184897,"A563.1"
"A563.1417",1417,5995293977,2018-04-19 21:36:33,-6.42096,37.00063,1.1,294,5,3.083333358,0,29,"A563",1,195568.669485982,4100415.57132486,"A563.1"
"A563.1418",1418,5995293978,2018-04-19 21:37:02,-6.42156,36.99931,1.1,276,5,3.083333358,-18,30,"A563",1,195509.986330443,4100270.98862376,"A563.1"
"A563.1419",1419,5995293979,2018-04-19 21:37:32,-6.42289,36.9986,1.3,292,4,5.13888893,60,30,"A563",1,195388.751972933,4100196.44793949,"A563.1"
"A563.1420",1420,5995293980,2018-04-19 21:38:02,-6.42478,36.9983,1.3,231,3,8.222222288,22,31,"A563",1,195219.30154327,4100169.20931377,"A563.1"
"A563.1421",1421,5995293981,2018-04-19 21:38:33,-6.42719,36.99754,2,309,4,7.194444502,-56,30,"A563",1,195001.717957143,4100092.58758128,"A563.1"
"A563.1422",1422,5995293982,2018-04-19 21:39:03,-6.43016,36.9969,2,382,4,8.222222288,-48,31,"A563",1,194734.756879802,4100031.08787404,"A563.1"
"A563.1423",1423,5995293983,2018-04-19 21:39:34,-6.43243,36.99587,1.1,357,4,18.527777926,34,28,"A563",1,194528.546207513,4099924.06134082,"A563.1"
"A563.1424",1424,5995293984,2018-04-19 21:40:02,-6.43507,36.99548,1.1,296,4,12.333333432,-56,31,"A563",1,194291.955939578,4099889.2619219,"A563.1"
"A563.1425",1425,5995293985,2018-04-19 21:40:33,-6.4376,36.99434,2,307,3,8.222222288,-54,30,"A563",1,194062.147084225,4099770.8735099,"A563.1"
"A563.1426",1426,5995293986,2018-04-19 21:41:03,-6.44044,36.99361,2,314,3,10.27777786,-66,30,"A563",1,193806.37874964,4099698.9946702,"A563.1"
"A563.1427",1427,5995293987,2018-04-19 21:41:33,-6.44247,36.99273,2,211,3,8.222222288,18,30,"A563",1,193622.116301305,4099607.86439942,"A563.1"
"A563.1428",1428,5995293988,2018-04-19 21:42:03,-6.44382,36.99161,1.3,324,3,3.083333358,34,30,"A563",1,193497.425684263,4099487.90819676,"A563.1"
"A563.1429",1429,5995293989,2018-04-19 21:42:33,-6.4456,36.99052,1.1,367,4,11.305555646,34,30,"A563",1,193334.568509678,4099372.67012393,"A563.1"
"A563.1430",1430,5995293990,2018-04-19 21:43:03,-6.44986,36.99156,1.1,351,4,11.305555646,-16,31,"A563",1,192959.479475486,4099501.84741214,"A563.1"
"A563.1431",1431,5995293991,2018-04-19 21:43:34,-6.45152,36.99175,2.3,256,3,1.027777786,24,31,"A563",1,192812.453690637,4099528.29749073,"A563.1"
"A563.1432",1432,5995293992,2018-04-19 21:44:05,-6.45206,36.99252,1.4,236,3,7.194444502,0,30,"A563",1,192767.47917148,4099615.50396286,"A563.1"
"A563.1433",1433,5995293993,2018-04-19 21:44:35,-6.45213,36.99274,1.1,272,4,2.055555572,0,30,"A563",1,192762.133405619,4099640.14777276,"A563.1"
"A563.1434",1434,5995293994,2018-04-19 21:45:05,-6.45221,36.99284,2,205,3,0,8,532,"A563",1,192755.413931262,4099651.50521391,"A563.1"
"A563.1435",1435,5995293995,2018-04-19 21:53:57,-6.45213,36.99259,1.4,158,3,0,18,8,"A563",1,192761.529101418,4099623.49940886,"A563.1"
"A563.1436",1436,5995293996,2018-04-19 21:54:05,-6.452,36.99248,3.3,119,2,0,18,36,"A563",1,192772.659811415,4099610.87050911,"A563.1"
"A563.1437",1437,5995293997,2018-04-19 21:54:41,-6.45231,36.99284,1.4,99,3,0,-26,33,"A563",1,192746.510999782,4099651.82838703,"A563.1"
"A563.1438",1438,5995293998,2018-04-19 21:55:14,-6.4522,36.99274,1.4,105,3,1.027777786,36,37,"A563",1,192755.901345558,4099640.37398747,"A563.1"
"A563.1439",1439,5995293999,2018-04-19 21:55:51,-6.4526,36.99292,1.4,128,3,7.194444502,10,14,"A563",1,192721.014838242,4099661.64477105,"A563.1"
"A563.1440",1440,5995294000,2018-04-19 21:56:05,-6.45199,36.99253,1.4,140,3,0,4,35,"A563",1,192773.751534496,4099616.38764871,"A563.1"
"A563.1441",1441,5995294001,2018-04-19 21:56:40,-6.45258,36.99289,1.4,151,3,1.027777786,6,27,"A563",1,192722.674545511,4099658.25045687,"A563.1"
"A563.1442",1442,5995294002,2018-04-19 21:57:07,-6.45228,36.99255,1.3,181,3,0,-44,28,"A563",1,192748.013506041,4099619.54459574,"A563.1"
"A563.1443",1443,5995294003,2018-04-19 21:57:35,-6.45218,36.99254,1.4,133,3,0,-26,33,"A563",1,192756.876183984,4099618.11153544,"A563.1"
"A563.1444",1444,5995294004,2018-04-19 21:58:08,-6.45217,36.99256,1.2,144,4,0,-16,31,"A563",1,192757.847055237,4099620.29900087,"A563.1"
"A563.1445",1445,5995294005,2018-04-19 21:58:39,-6.45213,36.99261,2,109,3,3.083333358,-4,62,"A563",1,192761.609675189,4099625.7191907,"A563.1"
"A563.1446",1446,5995294006,2018-04-19 21:59:41,-6.45207,36.99261,1.4,113,2,0,-6,4989,"A563",1,192766.951449988,4099625.52529629,"A563.1"
"A563.1447",1447,5995294007,2018-04-19 23:22:50,-6.45209,36.9926,3.1,101,3,0,26,18,"A563",1,192765.130571977,4099624.48003648,"A563.1"
"A563.1448",1448,5995294008,2018-04-19 23:23:08,-6.45193,36.99259,3.1,143,3,0,12,2261,"A563",1,192779.335021735,4099622.85310744,"A563.1"
"A563.1449",1449,5995294009,2018-04-20 00:00:49,-6.45212,36.99273,3.4,200,3,1.027777786,-10,549,"A563",1,192762.983413007,4099639.00556581,"A563.1"
"A563.1450",1450,5995294010,2018-04-20 00:09:58,-6.45208,36.99259,3,200,4,0,0,6,"A563",1,192765.980581594,4099623.33782998,"A563.1"
"A563.1451",1451,5995294011,2018-04-20 00:10:04,-6.45206,36.99248,3.1,154,3,0,4,31,"A563",1,192767.318027591,4099611.06439932,"A563.1"
"A563.1452",1452,5995294012,2018-04-20 00:10:35,-6.45211,36.99268,3.1,167,3,0,20,30,"A563",1,192763.672273656,4099633.42379528,"A563.1"
"A563.1453",1453,5995294013,2018-04-20 00:11:05,-6.45198,36.99251,3.1,161,3,0,6,29,"A563",1,192774.561261094,4099614.13555236,"A563.1"
"A563.1454",1454,5995294014,2018-04-20 00:11:34,-6.4511,36.99203,4.4,308,3,6.166666716,20,31,"A563",1,192850.974205032,4099558.01748722,"A563.1"
"A563.1455",1455,5995294015,2018-04-20 00:12:05,-6.45044,36.99183,3,363,4,6.166666716,14,30,"A563",1,192908.928823964,4099533.6876798,"A563.1"
"A563.1456",1456,5995294016,2018-04-20 00:12:35,-6.44894,36.99232,3,430,4,6.166666716,20,30,"A563",1,193044.44667309,4099583.22835446,"A563.1"
"A563.1457",1457,5995294017,2018-04-20 00:13:05,-6.44702,36.99291,2.4,440,4,6.166666716,30,29,"A563",1,193217.757310015,4099642.51464867,"A563.1"
"A563.1458",1458,5995294018,2018-04-20 00:13:34,-6.44611,36.99431,2.4,388,4,6.166666716,18,29,"A563",1,193304.404204378,4099794.96311229,"A563.1"
"A563.1459",1459,5995294019,2018-04-20 00:14:03,-6.44501,36.99596,2.4,353,4,7.194444502,0,31,"A563",1,193408.968336231,4099974.54675049,"A563.1"
"A563.1460",1460,5995294020,2018-04-20 00:14:34,-6.44433,36.99819,2.4,394,4,7.194444502,18,30,"A563",1,193478.47019217,4100219.85918498,"A563.1"
"A563.1461",1461,5995294021,2018-04-20 00:15:04,-6.44338,36.99998,4.2,317,3,8.222222288,16,30,"A563",1,193570.235979132,4100415.46648395,"A563.1"
"A563.1462",1462,5995294022,2018-04-20 00:15:34,-6.44285,37.00225,2.4,347,4,6.166666716,14,29,"A563",1,193626.539220752,4100665.70288649,"A563.1"
"A563.1463",1463,5995294023,2018-04-20 00:16:03,-6.44229,37.00395,2.4,318,4,6.166666716,22,30,"A563",1,193683.22017545,4100852.57917379,"A563.1"
"A563.1464",1464,5995294024,2018-04-20 00:16:33,-6.4418,37.00568,2.4,399,4,3.083333358,44,31,"A563",1,193733.788713637,4101043.01095643,"A563.1"
"A563.1465",1465,5995294025,2018-04-20 00:17:04,-6.44072,37.00674,2.4,400,4,6.166666716,14,29,"A563",1,193834.181419665,4101157.17961863,"A563.1"
"A563.1466",1466,5995294026,2018-04-20 00:17:33,-6.4407,37.00797,2.3,354,4,2.055555572,20,29,"A563",1,193840.902193993,4101293.63153846,"A563.1"
"A563.1467",1467,5995294027,2018-04-20 00:18:02,-6.4401,37.00742,2.3,311,4,2.055555572,-12,31,"A563",1,193892.100159856,4101230.65500514,"A563.1"
"A563.1468",1468,5995294028,2018-04-20 00:18:33,-6.43911,37.00653,2.3,337,4,4.111111144,46,29,"A563",1,193976.648793221,4101128.68682363,"A563.1"
"A563.1469",1469,5995294029,2018-04-20 00:19:02,-6.43949,37.0054,2.3,357,4,4.111111144,30,30,"A563",1,193938.286770978,4101004.49302945,"A563.1"
"A563.1470",1470,5995294030,2018-04-20 00:19:32,-6.43991,37.00389,2.3,343,4,6.166666716,34,30,"A563",1,193894.837362535,4100838.25242056,"A563.1"
"A563.1471",1471,5995294031,2018-04-20 00:20:02,-6.44079,37.00195,2.3,350,4,6.166666716,18,32,"A563",1,193808.71146063,4100625.76844495,"A563.1"
"A563.1472",1472,5995294032,2018-04-20 00:20:34,-6.44286,37.0003,2.3,393,4,11.305555646,18,28,"A563",1,193617.812683738,4100449.30677084,"A563.1"
"A563.1473",1473,5995294033,2018-04-20 00:21:02,-6.44396,36.99851,2.3,341,4,8.222222288,26,30,"A563",1,193512.694933542,4100254.18264787,"A563.1"
"A563.1474",1474,5995294034,2018-04-20 00:21:32,-6.44427,36.99672,2.3,339,4,6.166666716,50,30,"A563",1,193477.902253187,4100056.51204234,"A563.1"
"A563.1475",1475,5995294035,2018-04-20 00:22:02,-6.44473,36.99497,2.3,319,4,8.222222288,32,30,"A563",1,193429.915379564,4099863.76478314,"A563.1"
"A563.1476",1476,5995294036,2018-04-20 00:22:32,-6.44514,36.9938,2.2,369,4,6.166666716,30,30,"A563",1,193388.710277024,4099735.23000199,"A563.1"
"A563.1477",1477,5995294037,2018-04-20 00:23:02,-6.44534,36.99273,2.2,326,4,6.166666716,16,30,"A563",1,193366.602419832,4099617.11693368,"A563.1"
"A563.1478",1478,5995294038,2018-04-20 00:23:32,-6.44454,36.99133,2.2,346,4,6.166666716,34,30,"A563",1,193432.198176877,4099459.15267674,"A563.1"
"A563.1479",1479,5995294039,2018-04-20 00:24:02,-6.44368,36.99003,2.2,345,4,7.194444502,38,32,"A563",1,193503.540528595,4099312.09457915,"A563.1"
"A563.1480",1480,5995294040,2018-04-20 00:24:34,-6.44296,36.98978,8,321,2,6.166666716,22,29,"A563",1,193566.639412946,4099282.02665348,"A563.1"
"A563.1481",1481,5995294041,2018-04-20 00:25:03,-6.44273,36.99088,2.3,362,3,4.111111144,42,29,"A563",1,193591.536138875,4099403.37304906,"A563.1"
"A563.1482",1482,5995294042,2018-04-20 00:25:32,-6.44273,36.9904,2.2,284,4,12.333333432,12,33,"A563",1,193589.607740002,4099350.09844206,"A563.1"
"A563.1483",1483,5995294043,2018-04-20 00:26:05,-6.44265,36.99071,2.2,360,4,6.166666716,6,29,"A563",1,193597.975686684,4099384.24714492,"A563.1"
"A563.1484",1484,5995294044,2018-04-20 00:26:34,-6.44342,36.99075,3.3,257,3,9.250000074,2,31,"A563",1,193529.582110454,4099391.16840422,"A563.1"
"A563.1485",1485,5995294045,2018-04-20 00:27:05,-6.4433,36.99047,2.2,275,4,3.083333358,18,30,"A563",1,193539.140808785,4099359.70474864,"A563.1"
"A563.1486",1486,5995294046,2018-04-20 00:27:35,-6.44334,36.99057,2.2,305,4,5.13888893,16,29,"A563",1,193535.981354525,4099370.93255721,"A563.1"
"A563.1487",1487,5995294047,2018-04-20 00:28:04,-6.44346,36.99061,3.2,305,3,3.083333358,16,36,"A563",1,193525.458279247,4099375.75890896,"A563.1"
"A563.1488",1488,5995294048,2018-04-20 00:28:40,-6.44315,36.99052,6.3,171,3,3.083333358,0,25,"A563",1,193552.696485951,4099364.77071229,"A563.1"
"A563.1489",1489,5995294049,2018-04-20 00:29:05,-6.44321,36.99059,6.3,210,3,1.027777786,2,34,"A563",1,193547.635841808,4099372.73331445,"A563.1"
"A563.1490",1490,5995294050,2018-04-20 00:29:39,-6.44308,36.99033,3,197,3,0,10,26,"A563",1,193558.165312958,4099343.45723073,"A563.1"
"A563.1491",1491,5995294051,2018-04-20 00:30:05,-6.4434,36.99049,3.2,231,3,0,10,32,"A563",1,193530.317988225,4099362.24685285,"A563.1"
"A563.1492",1492,5995294052,2018-04-20 00:30:37,-6.44357,36.99074,7,236,3,3.083333358,10,2909,"A563",1,193516.187195303,4099390.54203086,"A563.1"
"A563.1493",1493,5995294053,2018-04-20 01:19:06,-6.44351,36.99066,2,123,3,0,-22,679,"A563",1,193521.207614843,4099381.46951928,"A563.1"
"A563.1494",1494,5995294054,2018-04-20 01:30:25,-6.44364,36.9905,2,139,4,2.055555572,-10,10,"A563",1,193508.990532115,4099364.13036771,"A563.1"
"A563.1495",1495,5995294055,2018-04-20 01:30:35,-6.44338,36.98952,6.4,131,2,2.055555572,-10,34,"A563",1,193528.200971559,4099254.52327175,"A563.1"
"A563.1496",1496,5995294056,2018-04-20 01:31:09,-6.44347,36.99062,2,182,4,0,-8,65042,"A563",1,193524.608145884,4099376.90103082,"A563.1"
